,label
1806,True
22973,Fake
12791,True
37930,Fake
16752,True
44143,Fake
26561,Fake
30171,Fake
336,True
43403,Fake
25590,Fake
5784,True
38842,Fake
31156,Fake
43415,Fake
42168,Fake
27322,Fake
9268,True
5620,True
41241,Fake
43234,Fake
36753,Fake
24696,Fake
20440,True
28306,Fake
16949,True
14136,True
33375,Fake
33097,Fake
14485,True
29125,Fake
16957,True
14064,True
5812,True
28712,Fake
2393,True
31929,Fake
29924,Fake
24136,Fake
29390,Fake
26084,Fake
21801,Fake
8708,True
32512,Fake
9392,True
22931,Fake
43815,Fake
39353,Fake
30870,Fake
14796,True
8945,True
20091,True
1291,True
33496,Fake
19796,True
24900,Fake
20922,True
31632,Fake
10350,True
18490,True
38425,Fake
43752,Fake
34075,Fake
32620,Fake
1717,True
14745,True
5661,True
10996,True
7230,True
26395,Fake
4737,True
30067,Fake
11140,True
25085,Fake
16257,True
38401,Fake
43635,Fake
30852,Fake
16321,True
18480,True
25738,Fake
26623,Fake
19317,True
40123,Fake
36542,Fake
36236,Fake
43305,Fake
42150,Fake
19614,True
32372,Fake
16720,True
35100,Fake
22638,Fake
39495,Fake
3946,True
35963,Fake
18828,True
15149,True
31606,Fake
36115,Fake
21530,Fake
25519,Fake
16417,True
42660,Fake
42149,Fake
32632,Fake
36997,Fake
28898,Fake
13619,True
2279,True
32068,Fake
38754,Fake
44552,Fake
38739,Fake
24071,Fake
41766,Fake
38110,Fake
13560,True
790,True
969,True
42710,Fake
14988,True
4390,True
27870,Fake
26588,Fake
36684,Fake
39448,Fake
11286,True
12204,True
31422,Fake
30692,Fake
36863,Fake
28412,Fake
14013,True
14417,True
27606,Fake
29609,Fake
40546,Fake
23322,Fake
14998,True
40318,Fake
4499,True
23908,Fake
19131,True
32674,Fake
34517,Fake
9617,True
33834,Fake
39861,Fake
12299,True
15000,True
4682,True
32218,Fake
13421,True
7597,True
26033,Fake
10112,True
10766,True
31800,Fake
4661,True
27416,Fake
15912,True
11374,True
2499,True
25203,Fake
21713,Fake
6167,True
6739,True
39539,Fake
9244,True
146,True
35316,Fake
11644,True
8074,True
10002,True
14025,True
23828,Fake
14228,True
15508,True
22786,Fake
12829,True
40562,Fake
12760,True
9235,True
3022,True
41785,Fake
29530,Fake
3294,True
784,True
7093,True
24281,Fake
1123,True
33146,Fake
38958,Fake
42984,Fake
32786,Fake
23040,Fake
24448,Fake
3373,True
3477,True
30335,Fake
5297,True
29145,Fake
10114,True
24703,Fake
43154,Fake
15541,True
26461,Fake
28624,Fake
14579,True
37455,Fake
33462,Fake
2741,True
26493,Fake
37663,Fake
13248,True
28313,Fake
41382,Fake
6147,True
6674,True
35421,Fake
15605,True
10521,True
15413,True
14144,True
12692,True
39681,Fake
17270,True
10522,True
34658,Fake
16630,True
33344,Fake
21482,Fake
2229,True
13732,True
22867,Fake
34193,Fake
758,True
29520,Fake
26449,Fake
43866,Fake
10887,True
2585,True
14096,True
16490,True
8133,True
44610,Fake
13769,True
32496,Fake
19445,True
18053,True
12548,True
1371,True
24460,Fake
34971,Fake
20497,True
32329,Fake
11943,True
37971,Fake
9724,True
28824,Fake
22090,Fake
36105,Fake
39185,Fake
21184,True
42829,Fake
22815,Fake
7541,True
1968,True
19213,True
35202,Fake
40874,Fake
39822,Fake
14391,True
36137,Fake
5080,True
44330,Fake
9104,True
35398,Fake
31918,Fake
30904,Fake
33809,Fake
36817,Fake
15395,True
4130,True
28195,Fake
42729,Fake
2458,True
28483,Fake
35991,Fake
28273,Fake
30548,Fake
19227,True
17388,True
21866,Fake
35095,Fake
21082,True
28776,Fake
7437,True
29866,Fake
31532,Fake
37440,Fake
37632,Fake
3530,True
38325,Fake
12401,True
25536,Fake
35429,Fake
20457,True
28109,Fake
8048,True
7844,True
3407,True
35829,Fake
26969,Fake
5164,True
43051,Fake
16802,True
17262,True
11693,True
18954,True
17563,True
8202,True
15138,True
23459,Fake
34524,Fake
8433,True
24352,Fake
2273,True
14798,True
35617,Fake
26881,Fake
41025,Fake
35037,Fake
33389,Fake
26939,Fake
9984,True
19431,True
8737,True
36464,Fake
24165,Fake
1180,True
1554,True
28723,Fake
8119,True
19901,True
36427,Fake
33575,Fake
11677,True
32130,Fake
21444,Fake
10891,True
2219,True
3420,True
12606,True
20448,True
42978,Fake
17421,True
30409,Fake
7815,True
89,True
3455,True
1095,True
26014,Fake
40884,Fake
40659,Fake
36528,Fake
11766,True
32072,Fake
539,True
19121,True
30986,Fake
3135,True
36605,Fake
20302,True
20861,True
43703,Fake
30311,Fake
30969,Fake
26871,Fake
23097,Fake
4753,True
15582,True
21280,True
2371,True
24188,Fake
26786,Fake
33833,Fake
37147,Fake
4933,True
8415,True
32164,Fake
4243,True
15933,True
31103,Fake
19102,True
4596,True
22888,Fake
25554,Fake
27563,Fake
21365,True
20788,True
11391,True
41393,Fake
24938,Fake
44511,Fake
19119,True
32758,Fake
17514,True
23591,Fake
28778,Fake
26119,Fake
32202,Fake
26563,Fake
32250,Fake
34133,Fake
19549,True
37133,Fake
32827,Fake
31166,Fake
33225,Fake
8482,True
20132,True
21279,True
38872,Fake
20175,True
22056,Fake
3663,True
12876,True
23557,Fake
19457,True
26194,Fake
28831,Fake
35886,Fake
32787,Fake
41506,Fake
22562,Fake
43131,Fake
23731,Fake
16660,True
6057,True
41374,Fake
24101,Fake
43224,Fake
9097,True
26746,Fake
14327,True
7192,True
43194,Fake
31845,Fake
19697,True
3418,True
11489,True
27407,Fake
8966,True
2207,True
40421,Fake
36512,Fake
7987,True
24104,Fake
37558,Fake
19118,True
40300,Fake
10179,True
36571,Fake
29618,Fake
42903,Fake
3261,True
3302,True
40855,Fake
7508,True
2184,True
27470,Fake
32141,Fake
19242,True
12383,True
32303,Fake
3698,True
6998,True
31595,Fake
21305,True
23433,Fake
2200,True
37611,Fake
38350,Fake
18676,True
32505,Fake
7616,True
33897,Fake
1744,True
5694,True
35447,Fake
6599,True
6680,True
11562,True
27373,Fake
36279,Fake
17680,True
7148,True
27590,Fake
38881,Fake
8529,True
31348,Fake
19514,True
44600,Fake
31052,Fake
24740,Fake
14080,True
8980,True
208,True
13275,True
26870,Fake
36695,Fake
16388,True
33431,Fake
946,True
26524,Fake
5590,True
2683,True
30996,Fake
12221,True
27367,Fake
7152,True
15545,True
43937,Fake
9191,True
34403,Fake
35160,Fake
33522,Fake
35518,Fake
31535,Fake
34789,Fake
39462,Fake
23352,Fake
19068,True
7755,True
14742,True
44430,Fake
3852,True
17808,True
5533,True
10286,True
3664,True
29403,Fake
18401,True
5531,True
13195,True
19892,True
19666,True
29628,Fake
37493,Fake
27939,Fake
33481,Fake
19930,True
38845,Fake
35446,Fake
42504,Fake
6868,True
43980,Fake
43142,Fake
9507,True
33003,Fake
24850,Fake
35708,Fake
14903,True
14870,True
35839,Fake
27366,Fake
39554,Fake
18341,True
36176,Fake
21658,Fake
24440,Fake
16139,True
40603,Fake
32890,Fake
27326,Fake
4574,True
18077,True
19000,True
30796,Fake
43764,Fake
25130,Fake
16497,True
18017,True
9483,True
41619,Fake
19313,True
34499,Fake
29788,Fake
26496,Fake
15452,True
17534,True
8088,True
21272,True
41019,Fake
25139,Fake
3546,True
3713,True
2576,True
22096,Fake
9502,True
22569,Fake
27829,Fake
24134,Fake
22049,Fake
1179,True
11178,True
27139,Fake
43135,Fake
25348,Fake
495,True
31396,Fake
20086,True
33578,Fake
15273,True
31213,Fake
35370,Fake
42089,Fake
10340,True
42721,Fake
5914,True
31342,Fake
24386,Fake
34948,Fake
38816,Fake
2540,True
28478,Fake
9908,True
6893,True
1273,True
41736,Fake
33688,Fake
24373,Fake
1050,True
7146,True
23357,Fake
25196,Fake
7612,True
23054,Fake
28829,Fake
12659,True
39494,Fake
29933,Fake
12113,True
23358,Fake
33371,Fake
29776,Fake
6161,True
6343,True
23758,Fake
10631,True
2461,True
13521,True
21676,Fake
26421,Fake
18798,True
1397,True
43783,Fake
27886,Fake
20869,True
33944,Fake
589,True
19310,True
35881,Fake
24875,Fake
28622,Fake
28246,Fake
41521,Fake
14292,True
9427,True
33207,Fake
9903,True
41936,Fake
3755,True
1467,True
42414,Fake
8496,True
6262,True
14880,True
31846,Fake
44231,Fake
12495,True
19644,True
35155,Fake
22674,Fake
22721,Fake
28494,Fake
40551,Fake
28880,Fake
1853,True
27978,Fake
12279,True
12975,True
1619,True
7617,True
49,True
39502,Fake
43653,Fake
44392,Fake
29594,Fake
39863,Fake
34343,Fake
39924,Fake
30217,Fake
26218,Fake
6760,True
6797,True
18274,True
43274,Fake
36117,Fake
12057,True
40096,Fake
3066,True
4791,True
33162,Fake
38023,Fake
22198,Fake
13316,True
22566,Fake
11412,True
32961,Fake
1817,True
21739,Fake
13445,True
28870,Fake
44493,Fake
32588,Fake
12341,True
10259,True
32711,Fake
21460,Fake
43504,Fake
20246,True
28505,Fake
43183,Fake
8123,True
41649,Fake
22107,Fake
2450,True
22180,Fake
15565,True
1016,True
5686,True
41130,Fake
13852,True
1490,True
42979,Fake
10917,True
24564,Fake
38531,Fake
12586,True
10373,True
24230,Fake
37045,Fake
33229,Fake
11209,True
34696,Fake
20590,True
16635,True
17629,True
3488,True
38806,Fake
28490,Fake
11711,True
12123,True
9904,True
40735,Fake
35408,Fake
6847,True
18250,True
22459,Fake
41174,Fake
7998,True
11050,True
11396,True
7021,True
40522,Fake
41081,Fake
2817,True
39406,Fake
13459,True
15925,True
24568,Fake
11581,True
2441,True
22502,Fake
30302,Fake
44625,Fake
24526,Fake
43377,Fake
15002,True
17651,True
30148,Fake
22501,Fake
31914,Fake
11299,True
25949,Fake
24637,Fake
11650,True
18993,True
30805,Fake
5837,True
7493,True
42238,Fake
21309,True
21847,Fake
1066,True
32933,Fake
2374,True
31519,Fake
9482,True
24264,Fake
14597,True
1365,True
25409,Fake
31783,Fake
25437,Fake
39417,Fake
13221,True
43684,Fake
31301,Fake
5294,True
26077,Fake
35297,Fake
41287,Fake
27042,Fake
8008,True
2347,True
34219,Fake
7222,True
37585,Fake
18572,True
18380,True
8623,True
4082,True
28236,Fake
1802,True
35688,Fake
1435,True
11184,True
35521,Fake
28510,Fake
20898,True
5345,True
2127,True
43922,Fake
23882,Fake
28707,Fake
36708,Fake
27343,Fake
24276,Fake
26352,Fake
4926,True
11700,True
40650,Fake
44676,Fake
39974,Fake
11969,True
25451,Fake
25724,Fake
21447,Fake
18464,True
10137,True
15314,True
11182,True
15341,True
16060,True
39046,Fake
43452,Fake
24560,Fake
5222,True
28439,Fake
21711,Fake
26931,Fake
16331,True
3143,True
26495,Fake
39940,Fake
220,True
42811,Fake
13634,True
24906,Fake
24377,Fake
35561,Fake
22823,Fake
38535,Fake
43652,Fake
33262,Fake
42495,Fake
35776,Fake
30407,Fake
19167,True
2494,True
16924,True
2886,True
25505,Fake
10143,True
14910,True
9331,True
13488,True
36674,Fake
35652,Fake
41383,Fake
23142,Fake
4648,True
2839,True
13198,True
24999,Fake
44220,Fake
5860,True
22020,Fake
22678,Fake
2249,True
42862,Fake
14224,True
7417,True
22145,Fake
8791,True
9688,True
41178,Fake
7958,True
42078,Fake
22486,Fake
28543,Fake
39149,Fake
22681,Fake
5108,True
14381,True
43595,Fake
8072,True
34443,Fake
33562,Fake
33650,Fake
32083,Fake
27174,Fake
4144,True
39596,Fake
43085,Fake
7269,True
2477,True
37833,Fake
11070,True
9357,True
7551,True
7812,True
32219,Fake
27765,Fake
14415,True
28234,Fake
3433,True
16121,True
39361,Fake
30428,Fake
24750,Fake
25238,Fake
13749,True
6307,True
16261,True
20679,True
38243,Fake
29767,Fake
32357,Fake
8111,True
20901,True
41505,Fake
31244,Fake
28129,Fake
24512,Fake
30466,Fake
14818,True
31728,Fake
41593,Fake
44519,Fake
34125,Fake
25488,Fake
3243,True
13431,True
33286,Fake
31280,Fake
42129,Fake
3761,True
42293,Fake
10291,True
40858,Fake
13873,True
7120,True
27123,Fake
11394,True
29122,Fake
12797,True
31710,Fake
38379,Fake
44834,Fake
41020,Fake
7045,True
27375,Fake
6982,True
26532,Fake
40620,Fake
403,True
34028,Fake
23713,Fake
32574,Fake
23972,Fake
4461,True
19784,True
37986,Fake
37066,Fake
15393,True
5483,True
11358,True
31983,Fake
888,True
8669,True
7989,True
23956,Fake
7924,True
33282,Fake
40416,Fake
34936,Fake
10510,True
39177,Fake
14107,True
32500,Fake
36834,Fake
13936,True
15850,True
22296,Fake
30103,Fake
34691,Fake
29733,Fake
27180,Fake
37758,Fake
24778,Fake
41883,Fake
26027,Fake
34855,Fake
31556,Fake
24540,Fake
24944,Fake
28889,Fake
8673,True
25214,Fake
37897,Fake
23799,Fake
9673,True
16259,True
26376,Fake
38183,Fake
22716,Fake
9430,True
37520,Fake
2223,True
32544,Fake
24720,Fake
1370,True
22068,Fake
13145,True
28516,Fake
14441,True
15008,True
1413,True
34600,Fake
22511,Fake
33598,Fake
13244,True
24905,Fake
43475,Fake
22740,Fake
20533,True
12104,True
18857,True
20159,True
37924,Fake
19014,True
36141,Fake
25956,Fake
35496,Fake
34044,Fake
14524,True
2615,True
30515,Fake
3256,True
32649,Fake
25884,Fake
20690,True
6360,True
16579,True
36089,Fake
4054,True
576,True
5973,True
29263,Fake
18481,True
9232,True
43579,Fake
26683,Fake
7955,True
3241,True
37015,Fake
40435,Fake
43125,Fake
19016,True
5712,True
39436,Fake
15609,True
42982,Fake
32958,Fake
1356,True
31617,Fake
29878,Fake
33399,Fake
11372,True
23532,Fake
11046,True
25822,Fake
7540,True
27144,Fake
7142,True
34817,Fake
1775,True
39606,Fake
8387,True
21996,Fake
4271,True
28756,Fake
18562,True
43124,Fake
34082,Fake
30306,Fake
27733,Fake
38392,Fake
20135,True
40647,Fake
24045,Fake
27165,Fake
31581,Fake
19616,True
24207,Fake
2930,True
22207,Fake
14042,True
6065,True
25909,Fake
16023,True
17035,True
28635,Fake
29750,Fake
38581,Fake
19308,True
8126,True
42351,Fake
1771,True
10220,True
8811,True
2081,True
30567,Fake
17506,True
34148,Fake
22204,Fake
4198,True
413,True
24612,Fake
16376,True
23103,Fake
23613,Fake
33053,Fake
4713,True
2328,True
15526,True
18035,True
23072,Fake
1380,True
3618,True
15461,True
3870,True
42249,Fake
19519,True
39776,Fake
17394,True
38834,Fake
17865,True
31132,Fake
30498,Fake
7707,True
18262,True
27267,Fake
18088,True
29297,Fake
1898,True
7029,True
25312,Fake
10223,True
27571,Fake
6265,True
37262,Fake
25499,Fake
14088,True
36381,Fake
12183,True
15543,True
1064,True
17899,True
16960,True
34229,Fake
2432,True
13048,True
18174,True
23247,Fake
26440,Fake
23953,Fake
14648,True
40997,Fake
41224,Fake
11886,True
40185,Fake
17499,True
40906,Fake
42356,Fake
18018,True
27587,Fake
15445,True
40449,Fake
32914,Fake
23518,Fake
9765,True
16102,True
43130,Fake
8345,True
7910,True
43997,Fake
25647,Fake
26950,Fake
2660,True
15302,True
35003,Fake
11727,True
19357,True
27462,Fake
22842,Fake
44120,Fake
38978,Fake
16671,True
9910,True
15671,True
32029,Fake
16575,True
11558,True
13165,True
34960,Fake
20954,True
16586,True
32181,Fake
15337,True
37685,Fake
16283,True
10085,True
34713,Fake
7445,True
637,True
24238,Fake
40380,Fake
8228,True
42929,Fake
32623,Fake
22458,Fake
44666,Fake
28389,Fake
16035,True
24392,Fake
2632,True
15649,True
28720,Fake
19063,True
39193,Fake
28122,Fake
13100,True
35988,Fake
41296,Fake
41046,Fake
43323,Fake
29639,Fake
35470,Fake
11342,True
3438,True
41555,Fake
43953,Fake
33297,Fake
1768,True
43670,Fake
6897,True
17726,True
22081,Fake
37187,Fake
1469,True
40075,Fake
33964,Fake
40684,Fake
14940,True
40792,Fake
30553,Fake
24606,Fake
38046,Fake
42489,Fake
19089,True
27937,Fake
16010,True
5001,True
23771,Fake
30305,Fake
5232,True
3646,True
2709,True
9932,True
4268,True
38490,Fake
24992,Fake
5374,True
7822,True
19007,True
29557,Fake
341,True
2759,True
25365,Fake
39195,Fake
14515,True
14102,True
1500,True
21261,True
16,True
7852,True
17068,True
29015,Fake
26624,Fake
21718,Fake
27908,Fake
40038,Fake
29829,Fake
23991,Fake
36035,Fake
4125,True
20538,True
21494,Fake
40364,Fake
8887,True
33657,Fake
14939,True
26073,Fake
20712,True
1361,True
24418,Fake
8422,True
8461,True
6688,True
8107,True
26603,Fake
36296,Fake
42566,Fake
5085,True
26874,Fake
30499,Fake
14946,True
10007,True
28317,Fake
18454,True
34481,Fake
28080,Fake
30571,Fake
24013,Fake
22067,Fake
2634,True
44420,Fake
4273,True
40777,Fake
13454,True
27537,Fake
2996,True
22340,Fake
34395,Fake
39826,Fake
8337,True
37200,Fake
15812,True
20781,True
11288,True
35685,Fake
3687,True
1111,True
4547,True
1479,True
29138,Fake
13977,True
13796,True
27129,Fake
31966,Fake
33624,Fake
3233,True
9021,True
708,True
17065,True
17082,True
32424,Fake
41940,Fake
7752,True
3765,True
4638,True
38248,Fake
28630,Fake
23147,Fake
6096,True
12955,True
39104,Fake
25883,Fake
24594,Fake
8069,True
27372,Fake
12616,True
41787,Fake
23325,Fake
9069,True
1321,True
3602,True
24734,Fake
16294,True
19291,True
9436,True
18800,True
37839,Fake
26416,Fake
5810,True
30903,Fake
39948,Fake
19665,True
16746,True
6484,True
4558,True
3838,True
1311,True
31086,Fake
18002,True
15771,True
27814,Fake
42773,Fake
37263,Fake
7292,True
15473,True
37381,Fake
25777,Fake
19767,True
4066,True
2065,True
20130,True
38435,Fake
16238,True
474,True
5975,True
8122,True
13811,True
33390,Fake
35876,Fake
35793,Fake
23063,Fake
32744,Fake
38621,Fake
44870,Fake
24690,Fake
33921,Fake
35341,Fake
7259,True
13564,True
14917,True
15439,True
25939,Fake
15464,True
23592,Fake
20018,True
43821,Fake
7742,True
31171,Fake
38316,Fake
43500,Fake
20642,True
37468,Fake
14264,True
41006,Fake
42938,Fake
37425,Fake
8303,True
16341,True
42157,Fake
28741,Fake
9823,True
41271,Fake
35756,Fake
24516,Fake
6741,True
10746,True
25225,Fake
36068,Fake
20793,True
10176,True
27115,Fake
35631,Fake
6772,True
39770,Fake
38344,Fake
21645,Fake
9182,True
15428,True
21610,Fake
10268,True
9224,True
18563,True
21016,True
30776,Fake
29339,Fake
20178,True
24870,Fake
8197,True
41246,Fake
36299,Fake
18092,True
949,True
783,True
5419,True
29104,Fake
14688,True
35070,Fake
30984,Fake
17311,True
24388,Fake
17940,True
18044,True
19003,True
21247,True
18176,True
10406,True
9322,True
31529,Fake
15218,True
22778,Fake
16190,True
40800,Fake
21858,Fake
8113,True
23327,Fake
35978,Fake
8411,True
11701,True
14740,True
24283,Fake
32489,Fake
24658,Fake
44699,Fake
42389,Fake
39011,Fake
16873,True
3187,True
20507,True
36179,Fake
1372,True
35782,Fake
30156,Fake
38522,Fake
44855,Fake
20645,True
9737,True
4020,True
34764,Fake
10366,True
38790,Fake
37943,Fake
5555,True
1284,True
5836,True
31909,Fake
30164,Fake
3881,True
4156,True
3747,True
423,True
21648,Fake
29721,Fake
18081,True
25860,Fake
16885,True
42891,Fake
4095,True
23261,Fake
2036,True
9714,True
11012,True
11613,True
38675,Fake
33776,Fake
22953,Fake
5552,True
39741,Fake
32008,Fake
7000,True
27172,Fake
37281,Fake
17327,True
14250,True
12622,True
38132,Fake
21600,Fake
44405,Fake
39126,Fake
33877,Fake
6742,True
43846,Fake
40154,Fake
24538,Fake
44483,Fake
5362,True
22294,Fake
30505,Fake
10299,True
6929,True
44053,Fake
22586,Fake
28252,Fake
24952,Fake
26479,Fake
39732,Fake
20904,True
35407,Fake
14358,True
13251,True
3995,True
16182,True
1264,True
38412,Fake
39688,Fake
30223,Fake
14445,True
10511,True
26789,Fake
348,True
10344,True
41967,Fake
5429,True
20777,True
30542,Fake
8687,True
14548,True
22924,Fake
29456,Fake
3775,True
20136,True
32168,Fake
22727,Fake
20430,True
9361,True
17414,True
41426,Fake
12794,True
20379,True
4506,True
26715,Fake
40794,Fake
9178,True
31510,Fake
25938,Fake
40348,Fake
26921,Fake
25241,Fake
19811,True
29584,Fake
17518,True
39518,Fake
19579,True
2703,True
26085,Fake
21168,True
38550,Fake
19678,True
27186,Fake
29961,Fake
19847,True
22220,Fake
36983,Fake
9215,True
19386,True
19819,True
24827,Fake
18376,True
44888,Fake
12233,True
25690,Fake
2188,True
28235,Fake
13928,True
33958,Fake
34080,Fake
16842,True
40196,Fake
9183,True
36752,Fake
33246,Fake
32894,Fake
154,True
23786,Fake
40920,Fake
8217,True
13112,True
16302,True
35758,Fake
441,True
12478,True
27895,Fake
165,True
41040,Fake
34967,Fake
5073,True
18870,True
41167,Fake
33089,Fake
16531,True
7196,True
8267,True
20051,True
24047,Fake
14507,True
19449,True
11018,True
40041,Fake
15650,True
38534,Fake
30787,Fake
1758,True
43701,Fake
9684,True
17038,True
15454,True
21194,True
16088,True
42082,Fake
43528,Fake
11004,True
27924,Fake
6644,True
40839,Fake
13850,True
31516,Fake
6596,True
44871,Fake
4276,True
21919,Fake
860,True
43992,Fake
12290,True
35484,Fake
34622,Fake
14883,True
28988,Fake
18736,True
11199,True
22233,Fake
8252,True
14664,True
40225,Fake
29962,Fake
6297,True
41761,Fake
29653,Fake
29246,Fake
1420,True
11635,True
25832,Fake
1599,True
30488,Fake
16178,True
20732,True
36654,Fake
35410,Fake
36355,Fake
39959,Fake
20715,True
37563,Fake
14305,True
24250,Fake
9133,True
41830,Fake
22677,Fake
25967,Fake
40417,Fake
35093,Fake
1642,True
40612,Fake
15137,True
44446,Fake
26120,Fake
20950,True
19700,True
2402,True
37171,Fake
15463,True
43106,Fake
21861,Fake
11839,True
33734,Fake
8397,True
38033,Fake
10907,True
20506,True
26765,Fake
40760,Fake
42999,Fake
20669,True
10749,True
4232,True
42162,Fake
43218,Fake
25362,Fake
18657,True
13937,True
43203,Fake
23041,Fake
14529,True
4968,True
30565,Fake
37251,Fake
5600,True
2946,True
19409,True
11676,True
29370,Fake
18786,True
24433,Fake
11456,True
29906,Fake
43813,Fake
38968,Fake
16588,True
3640,True
42889,Fake
25806,Fake
14574,True
2165,True
3437,True
38069,Fake
42071,Fake
16041,True
5513,True
8085,True
43521,Fake
12849,True
44372,Fake
22123,Fake
36024,Fake
33642,Fake
32393,Fake
39945,Fake
17018,True
20789,True
10138,True
39174,Fake
28694,Fake
29222,Fake
22629,Fake
22389,Fake
11398,True
17692,True
15866,True
15554,True
18843,True
25928,Fake
4340,True
4805,True
34051,Fake
36198,Fake
3198,True
39062,Fake
35090,Fake
15780,True
31654,Fake
42241,Fake
34445,Fake
9091,True
19836,True
31451,Fake
20728,True
1645,True
42554,Fake
12891,True
34913,Fake
37124,Fake
7982,True
20057,True
1860,True
11814,True
4112,True
39337,Fake
23802,Fake
5597,True
16288,True
41146,Fake
27379,Fake
16533,True
42009,Fake
115,True
34947,Fake
28801,Fake
6407,True
21982,Fake
21973,Fake
8427,True
2420,True
3037,True
7256,True
37746,Fake
31656,Fake
5322,True
34495,Fake
34055,Fake
17985,True
2989,True
19734,True
42084,Fake
33560,Fake
36892,Fake
32990,Fake
40167,Fake
22374,Fake
3792,True
22651,Fake
28763,Fake
31544,Fake
8524,True
33636,Fake
42645,Fake
18042,True
27854,Fake
26891,Fake
43108,Fake
30395,Fake
3042,True
21151,True
43409,Fake
13436,True
727,True
8263,True
23835,Fake
861,True
29394,Fake
41100,Fake
18853,True
4301,True
32509,Fake
33219,Fake
35007,Fake
6867,True
23955,Fake
2860,True
42955,Fake
21325,True
19925,True
21651,Fake
18956,True
14775,True
21921,Fake
4601,True
25381,Fake
43932,Fake
688,True
31481,Fake
11032,True
28216,Fake
25291,Fake
15887,True
27167,Fake
43823,Fake
24857,Fake
43951,Fake
10655,True
27959,Fake
29919,Fake
16395,True
24251,Fake
37069,Fake
11222,True
15642,True
23747,Fake
33305,Fake
38498,Fake
1713,True
29569,Fake
24861,Fake
8507,True
21393,True
2342,True
5304,True
28665,Fake
27647,Fake
24325,Fake
33716,Fake
42714,Fake
27784,Fake
15864,True
27723,Fake
40519,Fake
24529,Fake
3527,True
8490,True
9134,True
23673,Fake
18712,True
23305,Fake
4135,True
39301,Fake
34380,Fake
19998,True
32269,Fake
13613,True
430,True
34462,Fake
38397,Fake
30643,Fake
36451,Fake
22085,Fake
8974,True
300,True
4146,True
10044,True
16714,True
27183,Fake
36074,Fake
30742,Fake
8346,True
8765,True
16434,True
37226,Fake
7629,True
42926,Fake
38349,Fake
34833,Fake
3447,True
17908,True
33917,Fake
44153,Fake
24623,Fake
2968,True
44085,Fake
19436,True
17541,True
21426,Fake
9601,True
5198,True
37122,Fake
15568,True
10612,True
3123,True
32381,Fake
20718,True
19685,True
2138,True
38279,Fake
35373,Fake
35145,Fake
18565,True
38743,Fake
41809,Fake
43421,Fake
39189,Fake
4069,True
40297,Fake
5389,True
33029,Fake
40008,Fake
31117,Fake
27807,Fake
21697,Fake
1051,True
6332,True
21733,Fake
41406,Fake
20266,True
34986,Fake
38433,Fake
8040,True
13042,True
28942,Fake
692,True
29562,Fake
44407,Fake
14962,True
10207,True
6799,True
35467,Fake
22089,Fake
19522,True
2006,True
23588,Fake
34324,Fake
37296,Fake
27044,Fake
9543,True
38563,Fake
7454,True
28170,Fake
10096,True
12490,True
13188,True
9991,True
8128,True
8949,True
16513,True
3074,True
29699,Fake
33646,Fake
5994,True
5778,True
35072,Fake
33913,Fake
30287,Fake
23416,Fake
20597,True
23189,Fake
13860,True
21884,Fake
6102,True
39007,Fake
8869,True
24256,Fake
25625,Fake
24973,Fake
37484,Fake
22073,Fake
33438,Fake
15320,True
15626,True
36313,Fake
34233,Fake
18483,True
4519,True
25317,Fake
17695,True
34230,Fake
39100,Fake
6968,True
38393,Fake
29004,Fake
9169,True
1963,True
35228,Fake
21439,Fake
14466,True
2776,True
35725,Fake
17679,True
8322,True
44030,Fake
13875,True
16777,True
12355,True
39697,Fake
229,True
9767,True
42255,Fake
22384,Fake
20721,True
31300,Fake
42770,Fake
20368,True
25046,Fake
40208,Fake
30900,Fake
3107,True
38137,Fake
40998,Fake
9553,True
9990,True
36811,Fake
15366,True
14313,True
7217,True
43766,Fake
28437,Fake
24155,Fake
27695,Fake
13542,True
21845,Fake
8078,True
18148,True
24062,Fake
4207,True
11486,True
34900,Fake
21420,Fake
41670,Fake
23580,Fake
21542,Fake
11268,True
24624,Fake
3357,True
18722,True
28212,Fake
12126,True
7187,True
24426,Fake
10695,True
13236,True
23303,Fake
6049,True
2131,True
8912,True
31070,Fake
5530,True
8010,True
132,True
8775,True
12148,True
5089,True
16494,True
3654,True
3685,True
21461,Fake
11054,True
36435,Fake
44886,Fake
12570,True
14523,True
30419,Fake
29951,Fake
41598,Fake
24556,Fake
26704,Fake
28991,Fake
25206,Fake
5795,True
26472,Fake
14455,True
29225,Fake
37928,Fake
845,True
42676,Fake
933,True
9844,True
7173,True
9463,True
33999,Fake
33955,Fake
39898,Fake
8906,True
44150,Fake
38270,Fake
10052,True
33148,Fake
27109,Fake
15133,True
22125,Fake
32884,Fake
18782,True
702,True
24868,Fake
14741,True
20578,True
7512,True
23548,Fake
28419,Fake
41859,Fake
20028,True
1318,True
39811,Fake
30745,Fake
14117,True
2532,True
42725,Fake
22015,Fake
12510,True
17562,True
11930,True
42166,Fake
43959,Fake
39892,Fake
44203,Fake
39965,Fake
23754,Fake
44507,Fake
13653,True
25688,Fake
28082,Fake
13184,True
18697,True
38628,Fake
11945,True
34325,Fake
24106,Fake
32814,Fake
40019,Fake
33819,Fake
41794,Fake
25576,Fake
21780,Fake
8612,True
17924,True
13111,True
1060,True
34469,Fake
12943,True
6838,True
13028,True
20806,True
37808,Fake
30806,Fake
37389,Fake
40336,Fake
39742,Fake
23963,Fake
6561,True
39323,Fake
